,C1_em,C0_em,a_gamma_em,b_gamma_em,std_em,met_input
394,1335578955.694,-3192355.624,1.939,41.312,105094.055,Rch_005
395,1335578955.694,-3192355.624,1.919,41.312,105094.055,Rch_005
396,1335578955.694,-3192355.624,1.929,41.312,105094.055,Rch_005
397,1335578955.694,-3183483.111,1.929,41.312,105094.055,Rch_005
398,1335578955.694,-3183483.111,1.914,41.312,105094.055,Rch_005
399,1335578955.694,-3186051.188,1.914,41.312,105094.055,Rch_005
400,1335578955.694,-3186051.188,1.914,41.308,105094.055,Rch_005
401,1335578955.694,-3186051.188,1.914,41.309,105094.055,Rch_005
402,1335578955.694,-3186051.188,1.923,41.309,105094.055,Rch_005
403,1335578955.694,-3186051.188,1.923,41.309,105094.055,Rch_005
404,1335578955.694,-3186051.188,1.923,41.312,105094.055,Rch_005
405,1333741861.379,-3186051.188,1.923,41.312,105094.055,Rch_005
406,1333741861.379,-3186051.188,1.926,41.312,105094.055,Rch_005
407,1333741861.379,-3187478.019,1.926,41.312,105094.055,Rch_005
408,1333741861.379,-3187478.019,1.926,41.312,105094.055,Rch_005
409,1333741861.379,-3187478.019,1.926,41.312,105094.055,Rch_005
410,1333741861.379,-3187478.019,1.926,41.312,102345.987,Rch_005
411,1335447410.365,-3187478.019,1.926,41.312,102345.987,Rch_005
412,1335447410.365,-3178736.715,1.926,41.312,102345.987,Rch_005
413,1335447410.365,-3198728.242,1.926,41.312,102345.987,Rch_005
414,1335447410.365,-3198728.242,1.926,41.312,103050.633,Rch_005
415,1336789865.593,-3198728.242,1.926,41.312,103050.633,Rch_005
416,1336789865.593,-3198728.242,1.926,41.309,103050.633,Rch_005
417,1336789865.593,-3198728.242,1.926,41.312,105658.157,Rch_005
418,1336789865.593,-3188391.202,1.926,41.312,105658.157,Rch_005
419,1334437273.177,-3188391.202,1.926,41.312,105658.157,Rch_005
420,1334437273.177,-3195363.218,1.926,41.312,105658.157,Rch_005
421,1334437273.177,-3195363.218,1.926,41.308,105658.157,Rch_005
422,1339863498.681,-3195363.218,1.926,41.308,105658.157,Rch_005
423,1339863498.681,-3207120.551,1.926,41.308,105658.157,Rch_005
424,1339863498.681,-3207120.551,1.926,41.312,105658.157,Rch_005
425,1339863498.681,-3207120.551,1.926,41.312,107016.350,Rch_005
426,1339863498.681,-3207120.551,1.926,41.312,100510.986,Rch_005
427,1339863498.681,-3207120.551,1.926,41.311,100510.986,Rch_005
428,1339863498.681,-3211347.060,1.926,41.311,100510.986,Rch_005
429,1339863498.681,-3211347.060,1.926,41.310,100510.986,Rch_005
430,1339863498.681,-3211347.060,1.926,41.315,100510.986,Rch_005
431,1339863498.681,-3204466.153,1.926,41.315,100510.986,Rch_005
432,1339863498.681,-3204466.153,1.924,41.315,100510.986,Rch_005
433,1339863498.681,-3204466.153,1.924,41.314,100510.986,Rch_005
434,1339863498.681,-3204466.153,1.923,41.314,100510.986,Rch_005
435,1339863498.681,-3204466.153,1.923,41.313,100510.986,Rch_005
436,1339863498.681,-3204466.153,1.923,41.313,102196.344,Rch_005
437,1339863498.681,-3204466.153,1.923,41.317,102196.344,Rch_005
438,1339863498.681,-3204466.153,1.936,41.317,102196.344,Rch_005
439,1339863498.681,-3204466.153,1.936,41.315,102196.344,Rch_005
440,1339863498.681,-3204466.153,1.936,41.316,102196.344,Rch_005
441,1339863498.681,-3204466.153,1.936,41.316,102798.414,Rch_005
442,1339863498.681,-3204466.153,1.937,41.316,102798.414,Rch_005
443,1339863498.681,-3204466.153,1.937,41.313,102798.414,Rch_005
444,1339863498.681,-3204466.153,1.937,41.309,102798.414,Rch_005
445,1339863498.681,-3204466.153,1.937,41.308,102798.414,Rch_005
446,1339863498.681,-3195592.908,1.937,41.308,102798.414,Rch_005
447,1339863498.681,-3195592.908,1.937,41.309,102798.414,Rch_005
448,1339863498.681,-3203537.691,1.937,41.309,102798.414,Rch_005
449,1339863498.681,-3203537.691,1.937,41.311,102798.414,Rch_005
450,1339863498.681,-3203537.691,1.937,41.307,102798.414,Rch_005
451,1339863498.681,-3214172.689,1.937,41.307,102798.414,Rch_005
452,1339863498.681,-3214172.689,1.937,41.303,102798.414,Rch_005
453,1339863498.681,-3214172.689,1.934,41.303,102798.414,Rch_005
454,1341117771.839,-3214172.689,1.934,41.303,102798.414,Rch_005
455,1341117771.839,-3214172.689,1.934,41.303,102798.414,Rch_005
456,1341117771.839,-3215790.084,1.934,41.303,102798.414,Rch_005
457,1341117771.839,-3215790.084,1.934,41.302,102798.414,Rch_005
458,1345539976.072,-3215790.084,1.934,41.302,102798.414,Rch_005
459,1345539976.072,-3215790.084,1.934,41.306,102798.414,Rch_005
460,1340093634.880,-3215790.084,1.934,41.306,102798.414,Rch_005
461,1340093634.880,-3203191.821,1.934,41.306,102798.414,Rch_005
462,1340093634.880,-3203191.821,1.934,41.310,102798.414,Rch_005
463,1340093634.880,-3203191.821,1.947,41.310,102798.414,Rch_005
464,1340093634.880,-3203191.821,1.947,41.310,95678.226,Rch_005
465,1340093634.880,-3203191.821,1.947,41.315,95678.226,Rch_005
466,1340093634.880,-3203191.821,1.947,41.310,95678.226,Rch_005
467,1338537534.108,-3203191.821,1.947,41.310,95678.226,Rch_005
468,1338537534.108,-3203191.821,1.947,41.306,95678.226,Rch_005
469,1338537534.108,-3203191.821,1.947,41.310,95678.226,Rch_005
470,1337965839.589,-3203191.821,1.947,41.310,95678.226,Rch_005
471,1337965839.589,-3203191.821,1.947,41.309,95678.226,Rch_005
472,1337965839.589,-3203191.821,1.947,41.309,116281.873,Rch_005
473,1337965839.589,-3203191.821,1.947,41.309,111061.617,Rch_005
474,1337965839.589,-3203191.821,1.947,41.309,111061.617,Rch_005
475,1337965839.589,-3203191.821,1.947,41.309,114658.760,Rch_005
476,1337965839.589,-3203191.821,1.947,41.313,114658.760,Rch_005
477,1337965839.589,-3203191.821,1.947,41.310,114658.760,Rch_005
478,1337965839.589,-3203191.821,1.919,41.310,114658.760,Rch_005
479,1337965839.589,-3203191.821,1.919,41.312,114658.760,Rch_005
480,1337965839.589,-3203191.821,1.919,41.312,114658.760,Rch_005
481,1337965839.589,-3203191.821,1.919,41.312,93268.832,Rch_005
482,1337965839.589,-3203191.821,1.919,41.312,115918.206,Rch_005
483,1337965839.589,-3195721.911,1.919,41.312,115918.206,Rch_005
484,1336185114.924,-3195721.911,1.919,41.312,115918.206,Rch_005
485,1336185114.924,-3195721.911,1.919,41.307,115918.206,Rch_005
486,1336185114.924,-3195721.911,1.919,41.307,92655.925,Rch_005
487,1336185114.924,-3195721.911,1.931,41.307,92655.925,Rch_005
488,1338000257.586,-3195721.911,1.931,41.307,92655.925,Rch_005
489,1338000257.586,-3195721.911,1.931,41.308,92655.925,Rch_005
490,1340109702.510,-3195721.911,1.931,41.308,92655.925,Rch_005
491,1340109702.510,-3195721.911,1.931,41.306,92655.925,Rch_005
492,1340109702.510,-3195721.911,1.931,41.306,108254.460,Rch_005
493,1340109702.510,-3195721.911,1.931,41.306,107239.537,Rch_005
494,1340109702.510,-3193053.382,1.931,41.306,107239.537,Rch_005
495,1340109702.510,-3193053.382,1.931,41.304,107239.537,Rch_005
496,1340109702.510,-3193053.382,1.931,41.301,107239.537,Rch_005
497,1340109702.510,-3193053.382,1.931,41.302,107239.537,Rch_005
498,1340109702.510,-3199068.910,1.931,41.302,107239.537,Rch_005
499,1340109702.510,-3199068.910,1.931,41.302,113778.970,Rch_005
500,1340109702.510,-3198515.265,1.931,41.302,113778.970,Rch_005
501,1340109702.510,-3198515.265,1.945,41.302,113778.970,Rch_005
502,1340109702.510,-3198515.265,1.945,41.306,113778.970,Rch_005
503,1340109702.510,-3198515.265,1.945,41.306,100509.903,Rch_005
504,1340109702.510,-3197824.339,1.945,41.306,100509.903,Rch_005
505,1340109702.510,-3197824.339,1.945,41.306,103214.714,Rch_005
506,1340109702.510,-3197824.339,1.935,41.306,103214.714,Rch_005
507,1340109702.510,-3197824.339,1.935,41.302,103214.714,Rch_005
508,1337244112.864,-3197824.339,1.935,41.302,103214.714,Rch_005
509,1337244112.864,-3189745.746,1.935,41.302,103214.714,Rch_005
510,1333032714.286,-3189745.746,1.935,41.302,103214.714,Rch_005
511,1333032714.286,-3189745.746,1.935,41.300,103214.714,Rch_005
512,1333032714.286,-3189745.746,1.935,41.297,103214.714,Rch_005
513,1333032714.286,-3189745.746,1.916,41.297,103214.714,Rch_005
514,1333032714.286,-3189745.746,1.944,41.297,103214.714,Rch_005
515,1333032714.286,-3189745.746,1.944,41.296,103214.714,Rch_005
516,1333032714.286,-3167634.469,1.944,41.296,103214.714,Rch_005
517,1333032714.286,-3167634.469,1.944,41.297,103214.714,Rch_005
518,1333032714.286,-3167634.469,1.944,41.293,103214.714,Rch_005
519,1333032714.286,-3167634.469,1.944,41.293,103214.714,Rch_005
520,1333032714.286,-3167794.362,1.944,41.293,103214.714,Rch_005
521,1333032714.286,-3167794.362,1.944,41.297,103214.714,Rch_005
522,1333032714.286,-3167794.362,1.944,41.292,103214.714,Rch_005
523,1333032714.286,-3184425.614,1.944,41.292,103214.714,Rch_005
524,1333032714.286,-3184425.614,1.920,41.292,103214.714,Rch_005
525,1331078380.643,-3184425.614,1.920,41.292,103214.714,Rch_005
526,1331078380.643,-3160492.636,1.920,41.292,103214.714,Rch_005
527,1331078380.643,-3160492.636,1.920,41.293,103214.714,Rch_005
528,1331078380.643,-3160492.636,1.920,41.290,103214.714,Rch_005
529,1331078380.643,-3191275.811,1.920,41.290,103214.714,Rch_005
530,1331078380.643,-3191275.811,1.920,41.285,103214.714,Rch_005
531,1336926311.342,-3191275.811,1.920,41.285,103214.714,Rch_005
532,1336926311.342,-3191275.811,1.920,41.283,103214.714,Rch_005
533,1336926311.342,-3191275.811,1.941,41.283,103214.714,Rch_005
534,1336926311.342,-3191275.811,1.941,41.279,103214.714,Rch_005
535,1336926311.342,-3191275.811,1.938,41.279,103214.714,Rch_005
536,1336926311.342,-3191275.811,1.938,41.276,103214.714,Rch_005
537,1336926311.342,-3209000.093,1.938,41.276,103214.714,Rch_005
538,1341894762.156,-3209000.093,1.938,41.276,103214.714,Rch_005
539,1341894762.156,-3209000.093,1.926,41.276,103214.714,Rch_005
540,1341894762.156,-3209000.093,1.929,41.276,103214.714,Rch_005
541,1341894762.156,-3209000.093,1.929,41.276,102192.209,Rch_005
542,1341894762.156,-3209000.093,1.929,41.276,102192.209,Rch_005
543,1341894762.156,-3216525.325,1.929,41.276,102192.209,Rch_005
544,1341894762.156,-3216525.325,1.929,41.280,102192.209,Rch_005
545,1341894762.156,-3216525.325,1.929,41.281,102192.209,Rch_005
546,1341894762.156,-3216525.325,1.929,41.281,101949.682,Rch_005
547,1341894762.156,-3216525.325,1.929,41.282,101949.682,Rch_005
548,1341894762.156,-3216525.325,1.929,41.280,101949.682,Rch_005
549,1341894762.156,-3216525.325,1.929,41.278,101949.682,Rch_005
550,1341894762.156,-3216525.325,1.929,41.279,101949.682,Rch_005
551,1341894762.156,-3215857.953,1.929,41.279,101949.682,Rch_005
552,1341894762.156,-3210470.003,1.929,41.279,101949.682,Rch_005
553,1341894762.156,-3210470.003,1.929,41.280,101949.682,Rch_005
554,1341894762.156,-3210470.003,1.929,41.281,101949.682,Rch_005
555,1341894762.156,-3210470.003,1.918,41.281,101949.682,Rch_005
556,1341894762.156,-3210470.003,1.918,41.283,101949.682,Rch_005
557,1338745871.472,-3210470.003,1.918,41.283,101949.682,Rch_005
558,1338745871.472,-3208767.857,1.918,41.283,101949.682,Rch_005
559,1338745871.472,-3208767.857,1.918,41.287,101949.682,Rch_005
560,1341152814.054,-3208767.857,1.918,41.287,101949.682,Rch_005
561,1341152814.054,-3208767.857,1.927,41.287,101949.682,Rch_005
562,1341152814.054,-3208767.857,1.927,41.291,101949.682,Rch_005
563,1338572363.602,-3208767.857,1.927,41.291,101949.682,Rch_005
564,1338572363.602,-3208767.857,1.927,41.289,101949.682,Rch_005
565,1338572363.602,-3208767.857,1.927,41.293,101949.682,Rch_005
566,1338572363.602,-3208767.857,1.930,41.293,101949.682,Rch_005
567,1339271798.020,-3208767.857,1.930,41.293,101949.682,Rch_005
568,1339271798.020,-3208767.857,1.930,41.293,98372.539,Rch_005
569,1339271798.020,-3208767.857,1.919,41.293,98372.539,Rch_005
570,1339271798.020,-3208767.857,1.919,41.290,98372.539,Rch_005
571,1339271798.020,-3208767.857,1.933,41.290,98372.539,Rch_005
572,1339271798.020,-3208767.857,1.933,41.290,98372.539,Rch_005
573,1339271798.020,-3203231.024,1.933,41.290,98372.539,Rch_005
574,1339271798.020,-3203231.024,1.933,41.286,98372.539,Rch_005
575,1339271798.020,-3203231.024,1.933,41.286,98476.553,Rch_005
576,1339271798.020,-3203231.024,1.933,41.281,98476.553,Rch_005
577,1339271798.020,-3203231.024,1.929,41.281,98476.553,Rch_005
578,1338553527.886,-3203231.024,1.929,41.281,98476.553,Rch_005
579,1338553527.886,-3211785.019,1.929,41.281,98476.553,Rch_005
580,1338553527.886,-3211785.019,1.929,41.281,109026.796,Rch_005
581,1343956150.605,-3211785.019,1.929,41.281,109026.796,Rch_005
582,1343956150.605,-3206957.274,1.929,41.281,109026.796,Rch_005
583,1343956150.605,-3206957.274,1.929,41.277,109026.796,Rch_005
584,1343956150.605,-3206957.274,1.929,41.277,109998.315,Rch_005
585,1343956150.605,-3229258.728,1.929,41.277,109998.315,Rch_005
586,1343956150.605,-3207690.245,1.929,41.277,109998.315,Rch_005
587,1343956150.605,-3207690.245,1.929,41.280,109998.315,Rch_005
588,1343956150.605,-3207690.245,1.929,41.282,109998.315,Rch_005
589,1343956150.605,-3207690.245,1.919,41.282,109998.315,Rch_005
590,1343956150.605,-3207690.245,1.919,41.283,109998.315,Rch_005
591,1343956150.605,-3207690.245,1.919,41.286,109998.315,Rch_005
592,1343956150.605,-3206185.628,1.919,41.286,109998.315,Rch_005
593,1343956150.605,-3223065.510,1.919,41.286,109998.315,Rch_005
594,1343956150.605,-3223065.510,1.919,41.286,104820.826,Rch_005
595,1343956150.605,-3223065.510,1.917,41.286,104820.826,Rch_005
596,1343956150.605,-3223065.510,1.917,41.284,104820.826,Rch_005
597,1343956150.605,-3223065.510,1.917,41.285,104820.826,Rch_005
598,1343956150.605,-3223065.510,1.917,41.281,104820.826,Rch_005
599,1341140283.790,-3223065.510,1.917,41.281,104820.826,Rch_005
600,1341140283.790,-3223065.510,1.917,41.281,92850.889,Rch_005
601,1341034083.703,-3223065.510,1.917,41.281,92850.889,Rch_005
602,1341034083.703,-3210959.766,1.917,41.281,92850.889,Rch_005
603,1341034083.703,-3210959.766,1.917,41.281,96703.264,Rch_005
604,1341034083.703,-3210959.766,1.941,41.281,96703.264,Rch_005
605,1341034083.703,-3210959.766,1.941,41.281,108134.854,Rch_005
606,1341034083.703,-3210959.766,1.941,41.283,108134.854,Rch_005
607,1346349543.523,-3210959.766,1.941,41.283,108134.854,Rch_005
608,1346349543.523,-3210959.766,1.941,41.281,108134.854,Rch_005
609,1346349543.523,-3210959.766,1.941,41.279,108134.854,Rch_005
610,1346349543.523,-3210959.766,1.941,41.279,109124.624,Rch_005
611,1346349543.523,-3210959.766,1.941,41.283,109124.624,Rch_005
612,1346349543.523,-3210959.766,1.939,41.283,109124.624,Rch_005
613,1346349543.523,-3210959.766,1.939,41.288,109124.624,Rch_005
614,1346349543.523,-3210959.766,1.939,41.286,109124.624,Rch_005
615,1337355736.113,-3210959.766,1.939,41.286,109124.624,Rch_005
616,1337355736.113,-3210959.766,1.933,41.286,109124.624,Rch_005
617,1337355736.113,-3213436.164,1.933,41.286,109124.624,Rch_005
618,1337355736.113,-3202053.464,1.933,41.286,109124.624,Rch_005
619,1337355736.113,-3202053.464,1.928,41.286,109124.624,Rch_005
620,1337355736.113,-3202053.464,1.928,41.282,109124.624,Rch_005
621,1337355736.113,-3202053.464,1.928,41.285,109124.624,Rch_005
622,1337355736.113,-3202053.464,1.928,41.288,109124.624,Rch_005
623,1337355736.113,-3202053.464,1.941,41.288,109124.624,Rch_005
624,1337355736.113,-3202053.464,1.941,41.291,109124.624,Rch_005
625,1337355736.113,-3202053.464,1.941,41.291,102867.894,Rch_005
626,1337355736.113,-3202053.464,1.925,41.291,102867.894,Rch_005
627,1337355736.113,-3202053.464,1.925,41.288,102867.894,Rch_005
628,1337355736.113,-3202053.464,1.925,41.289,102867.894,Rch_005
629,1337355736.113,-3202053.464,1.925,41.285,102867.894,Rch_005
630,1337355736.113,-3202053.464,1.925,41.287,102867.894,Rch_005
631,1337355736.113,-3202053.464,1.925,41.284,102867.894,Rch_005
632,1337355736.113,-3202053.464,1.925,41.284,109826.128,Rch_005
633,1337355736.113,-3202053.464,1.936,41.284,109826.128,Rch_005
634,1337355736.113,-3202053.464,1.936,41.287,109826.128,Rch_005
635,1337355736.113,-3202053.464,1.936,41.284,109826.128,Rch_005
636,1337355736.113,-3194282.723,1.936,41.284,109826.128,Rch_005
637,1337355736.113,-3194282.723,1.936,41.284,112721.337,Rch_005
638,1337355736.113,-3194282.723,1.936,41.284,110816.053,Rch_005
639,1336357593.776,-3194282.723,1.936,41.284,110816.053,Rch_005
640,1336357593.776,-3204589.655,1.936,41.284,110816.053,Rch_005
641,1336357593.776,-3204589.655,1.936,41.280,110816.053,Rch_005
642,1336357593.776,-3204589.655,1.938,41.280,110816.053,Rch_005
643,1336357593.776,-3204684.461,1.938,41.280,110816.053,Rch_005
644,1336357593.776,-3204684.461,1.938,41.280,108153.765,Rch_005
645,1336357593.776,-3204684.461,1.938,41.276,108153.765,Rch_005
646,1336357593.776,-3204684.461,1.938,41.276,99809.836,Rch_005
647,1336357593.776,-3204684.461,1.938,41.280,99809.836,Rch_005
648,1337037868.143,-3204684.461,1.938,41.280,99809.836,Rch_005
649,1337037868.143,-3204684.461,1.938,41.280,108346.936,Rch_005
650,1338902907.275,-3204684.461,1.938,41.280,108346.936,Rch_005
651,1338902907.275,-3204684.461,1.938,41.279,108346.936,Rch_005
652,1338902907.275,-3204684.461,1.933,41.279,108346.936,Rch_005
653,1338902907.275,-3204684.461,1.928,41.279,108346.936,Rch_005
654,1338902907.275,-3204684.461,1.923,41.279,108346.936,Rch_005
655,1338902907.275,-3212576.783,1.923,41.279,108346.936,Rch_005
656,1344452015.964,-3212576.783,1.923,41.279,108346.936,Rch_005
657,1341078436.301,-3212576.783,1.923,41.279,108346.936,Rch_005
658,1341078436.301,-3212576.783,1.923,41.283,108346.936,Rch_005
659,1341078436.301,-3212576.783,1.938,41.283,108346.936,Rch_005
660,1341078436.301,-3212576.783,1.938,41.283,113124.666,Rch_005
661,1341078436.301,-3212576.783,1.938,41.283,108661.174,Rch_005
662,1341078436.301,-3212576.783,1.927,41.283,108661.174,Rch_005
663,1341078436.301,-3212576.783,1.927,41.280,108661.174,Rch_005
664,1341078436.301,-3212576.783,1.927,41.280,102684.931,Rch_005
665,1341078436.301,-3216953.972,1.927,41.280,102684.931,Rch_005
666,1341078436.301,-3220858.617,1.927,41.280,102684.931,Rch_005
667,1341078436.301,-3220858.617,1.927,41.280,104352.751,Rch_005
668,1341078436.301,-3220858.617,1.927,41.280,103412.467,Rch_005
669,1341078436.301,-3220858.617,1.927,41.277,103412.467,Rch_005
670,1341078436.301,-3220858.617,1.927,41.277,102727.563,Rch_005
671,1340541462.783,-3220858.617,1.927,41.277,102727.563,Rch_005
672,1340541462.783,-3220858.617,1.927,41.278,102727.563,Rch_005
673,1340541462.783,-3220858.617,1.927,41.277,102727.563,Rch_005
674,1340541462.783,-3220858.617,1.927,41.280,102727.563,Rch_005
675,1340541462.783,-3220858.617,1.927,41.275,102727.563,Rch_005
676,1340541462.783,-3220858.617,1.930,41.275,102727.563,Rch_005
677,1340541462.783,-3220858.617,1.930,41.275,101682.250,Rch_005
678,1340541462.783,-3220858.617,1.930,41.274,101682.250,Rch_005
679,1349278493.698,-3220858.617,1.930,41.274,101682.250,Rch_005
680,1349278493.698,-3220858.617,1.930,41.270,101682.250,Rch_005
681,1339074239.552,-3220858.617,1.930,41.270,101682.250,Rch_005
682,1339074239.552,-3220858.617,1.942,41.270,101682.250,Rch_005
683,1339074239.552,-3220858.617,1.942,41.270,101682.250,Rch_005
684,1339074239.552,-3194508.271,1.942,41.270,101682.250,Rch_005
685,1339074239.552,-3194508.271,1.940,41.270,101682.250,Rch_005
686,1339074239.552,-3194508.271,1.940,41.266,101682.250,Rch_005
687,1339074239.552,-3194508.271,1.934,41.266,101682.250,Rch_005
688,1339074239.552,-3198219.534,1.934,41.266,101682.250,Rch_005
689,1339074239.552,-3198219.534,1.934,41.271,101682.250,Rch_005
690,1339074239.552,-3192624.841,1.934,41.271,101682.250,Rch_005
691,1339074239.552,-3192624.841,1.920,41.271,101682.250,Rch_005
692,1339074239.552,-3192624.841,1.920,41.275,101682.250,Rch_005
693,1339074239.552,-3192624.841,1.920,41.273,101682.250,Rch_005
694,1339074239.552,-3192624.841,1.920,41.274,101682.250,Rch_005
